Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Components,Components,Components,Components,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
User Registration,JIR-1,10048,Epic,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Highest,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 12:15,4/1/2026 12:15,4/2/2026 11:25,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@123f2df2,,,,,ghx-label-12,,To Do,,,,grey,,,,,0|i0002n:,,,JIR Sprint 1,,,,,,,,,,,,,,,To Do,4/1/2026 12:15
Display instructor name,JIR-219,10447,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@51ad19f3,,,,,,,,,,,,,,,,0|i001f3:,,,JIR Sprint 1,,,,,,,,,,,,10089,JIR-42,"As a user, I want to see the instructor name so that I know who is teaching the course.",To Do,4/2/2026 10:06
Fetch instructor data from backend,JIR-220,10449,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@68c4a046,,,,,,,,,,,,,,,,0|i001fb:,,,JIR Sprint 1,,,,,,,,,,,,10089,JIR-42,"As a user, I want to see the instructor name so that I know who is teaching the course.",To Do,4/2/2026 10:06
Handle missing instructor info,JIR-221,10451,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7987047c,,,,,,,,,,,,,,,,0|i001fj:,,,JIR Sprint 1,,,,,,,,,,,,10089,JIR-42,"As a user, I want to see the instructor name so that I know who is teaching the course.",To Do,4/2/2026 10:06
Format UI display,JIR-222,10453,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4977def,,,,,,,,,,,,,,,,0|i001fr:,,,JIR Sprint 1,,,,,,,,,,,,10089,JIR-42,"As a user, I want to see the instructor name so that I know who is teaching the course.",To Do,4/2/2026 10:06
"As a user, I want to see course pricing so that I can decide whether to enroll.",JIR-43,10090,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:57,4/2/2026 10:23,4/2/2026 10:06,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6edc2d49,,,,,,,,,,,,,,,,0|i000bz:,,,JIR Sprint 1,,,,,,,,,,,,10052,JIR-5,Course Listing,To Do,4/1/2026 14:57
Display price in ₹ format,JIR-223,10455,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5f29dc26,,,,,,,,,,,,,,,,0|i001fz:,,,JIR Sprint 1,,,,,,,,,,,,10090,JIR-43,"As a user, I want to see course pricing so that I can decide whether to enroll.",To Do,4/2/2026 10:06
Implement discount logic,JIR-224,10457,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@108dd018,,,,,,,,,,,,,,,,0|i001g7:,,,JIR Sprint 1,,,,,,,,,,,,10090,JIR-43,"As a user, I want to see course pricing so that I can decide whether to enroll.",To Do,4/2/2026 10:06
Show original price (strikethrough),JIR-225,10459,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@19269c9e,,,,,,,,,,,,,,,,0|i001gf:,,,JIR Sprint 1,,,,,,,,,,,,10090,JIR-43,"As a user, I want to see course pricing so that I can decide whether to enroll.",To Do,4/2/2026 10:06
Show discounted price,JIR-226,10461,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:06,4/2/2026 10:06,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@367841c,,,,,,,,,,,,,,,,0|i001gn:,,,JIR Sprint 1,,,,,,,,,,,,10090,JIR-43,"As a user, I want to see course pricing so that I can decide whether to enroll.",To Do,4/2/2026 10:06
Handle free courses,JIR-227,10463,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67a61a0d,,,,,,,,,,,,,,,,0|i001gv:,,,JIR Sprint 1,,,,,,,,,,,,10090,JIR-43,"As a user, I want to see course pricing so that I can decide whether to enroll.",To Do,4/2/2026 10:07
"As a user, I want to see course ratings so that I can evaluate course quality.",JIR-44,10091,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:57,4/2/2026 10:23,4/2/2026 10:07,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@600d6b69,,,,,,,,,,,,,,,,0|i000c7:,,,JIR Sprint 1,,,,,,,,,,,,10052,JIR-5,Course Listing,To Do,4/1/2026 14:57
Display rating (1–5 stars),JIR-228,10465,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@327155e8,,,,,,,,,,,,,,,,0|i001h3:,,,JIR Sprint 1,,,,,,,,,,,,10091,JIR-44,"As a user, I want to see course ratings so that I can evaluate course quality.",To Do,4/2/2026 10:07
Create star UI component,JIR-229,10467,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a63f496,,,,,,,,,,,,,,,,0|i001hb:,,,JIR Sprint 1,,,,,,,,,,,,10091,JIR-44,"As a user, I want to see course ratings so that I can evaluate course quality.",To Do,4/2/2026 10:07
Fetch rating from backend,JIR-230,10469,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@433ac24b,,,,,,,,,,,,,,,,0|i001hj:,,,JIR Sprint 1,,,,,,,,,,,,10091,JIR-44,"As a user, I want to see course ratings so that I can evaluate course quality.",To Do,4/2/2026 10:07
Handle no rating case,JIR-231,10471,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@77544983,,,,,,,,,,,,,,,,0|i001hr:,,,JIR Sprint 1,,,,,,,,,,,,10091,JIR-44,"As a user, I want to see course ratings so that I can evaluate course quality.",To Do,4/2/2026 10:07
"As a user, I want to enroll in a course so that I can start learning.",JIR-45,10092,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:57,4/2/2026 10:23,4/2/2026 10:07,,Authentication Service,Backend API,Frontend (UI),,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4344e7ea,,,,,,,,,,,,,,,,0|i000cf:,,,JIR Sprint 1,,,,,,,,,,,,10052,JIR-5,Course Listing,To Do,4/1/2026 14:57
Add enroll button UI,JIR-232,10473,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bfaccac,,,,,,,,,,,,,,,,0|i001hz:,,,JIR Sprint 1,,,,,,,,,,,,10092,JIR-45,"As a user, I want to enroll in a course so that I can start learning.",To Do,4/2/2026 10:07
Create enroll API,JIR-233,10475,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4cc88f34,,,,,,,,,,,,,,,,0|i001i7:,,,JIR Sprint 1,,,,,,,,,,,,10092,JIR-45,"As a user, I want to enroll in a course so that I can start learning.",To Do,4/2/2026 10:07
Add course to “My Courses”,JIR-234,10477,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76bba5c7,,,,,,,,,,,,,,,,0|i001if:,,,JIR Sprint 1,,,,,,,,,,,,10092,JIR-45,"As a user, I want to enroll in a course so that I can start learning.",To Do,4/2/2026 10:07
Prevent duplicate enrollment,JIR-235,10479,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@375456fa,,,,,,,,,,,,,,,,0|i001in:,,,JIR Sprint 1,,,,,,,,,,,,10092,JIR-45,"As a user, I want to enroll in a course so that I can start learning.",To Do,4/2/2026 10:07
Show success message,JIR-236,10481,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:07,4/2/2026 10:07,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20254a6d,,,,,,,,,,,,,,,,0|i001iv:,,,JIR Sprint 1,,,,,,,,,,,,10092,JIR-45,"As a user, I want to enroll in a course so that I can start learning.",To Do,4/2/2026 10:07
"As a user, I want to see proper messages when courses are unavailable so that I understand the situation.",JIR-46,10093,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/1/2026 14:57,4/2/2026 10:23,4/2/2026 10:08,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38e6a688,,,,,,,,,,,,,,,,0|i000cn:,,,JIR Sprint 1,,,,,,,,,,,,10052,JIR-5,Course Listing,To Do,4/1/2026 14:57
Show “No courses available” message,JIR-237,10483,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@49bbb557,,,,,,,,,,,,,,,,0|i001j3:,,,JIR Sprint 1,,,,,,,,,,,,10093,JIR-46,"As a user, I want to see proper messages when courses are unavailable so that I understand the situation.",To Do,4/2/2026 10:08
Handle API failure gracefully,JIR-238,10485,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4cec9fe3,,,,,,,,,,,,,,,,0|i001jb:,,,JIR Sprint 1,,,,,,,,,,,,10093,JIR-46,"As a user, I want to see proper messages when courses are unavailable so that I understand the situation.",To Do,4/2/2026 10:08
Display fallback UI,JIR-239,10487,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6f3e57aa,,,,,,,,,,,,,,,,0|i001jj:,,,JIR Sprint 1,,,,,,,,,,,,10093,JIR-46,"As a user, I want to see proper messages when courses are unavailable so that I understand the situation.",To Do,4/2/2026 10:08
Prevent page crash,JIR-240,10489,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@260dcc68,,,,,,,,,,,,,,,,0|i001jr:,,,JIR Sprint 1,,,,,,,,,,,,10093,JIR-46,"As a user, I want to see proper messages when courses are unavailable so that I understand the situation.",To Do,4/2/2026 10:08
"As a user, I want to view complete course details so that I can understand the course before enrolling.",JIR-47,10126,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:08,,Backend API,Frontend (UI),,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@721ce5ed,,,,,,,,,,,,,,,,0|i000cv:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
Design course detail page UI,JIR-241,10491,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5fe5e0c6,,,,,,,,,,,,,,,,0|i001jz:,,,JIR Sprint 1,,,,,,,,,,,,10126,JIR-47,"As a user, I want to view complete course details so that I can understand the course before enrolling.",To Do,4/2/2026 10:08
Fetch course details from backend,JIR-242,10493,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69a21664,,,,,,,,,,,,,,,,0|i001k7:,,,JIR Sprint 1,,,,,,,,,,,,10126,JIR-47,"As a user, I want to view complete course details so that I can understand the course before enrolling.",To Do,4/2/2026 10:08
"Display title, duration, lectures",JIR-243,10495,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@52fc74a2,,,,,,,,,,,,,,,,0|i001kf:,,,JIR Sprint 1,,,,,,,,,,,,10126,JIR-47,"As a user, I want to view complete course details so that I can understand the course before enrolling.",To Do,4/2/2026 10:08
Handle missing data,JIR-244,10497,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c5415d,,,,,,,,,,,,,,,,0|i001kn:,,,JIR Sprint 1,,,,,,,,,,,,10126,JIR-47,"As a user, I want to view complete course details so that I can understand the course before enrolling.",To Do,4/2/2026 10:08
Ensure responsive layout,JIR-245,10499,Sub-task,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,Medium,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 10:08,4/2/2026 10:08,,,,,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@554535f6,,,,,,,,,,,,,,,,0|i001kv:,,,JIR Sprint 1,,,,,,,,,,,,10126,JIR-47,"As a user, I want to view complete course details so that I can understand the course before enrolling.",To Do,4/2/2026 10:08
"As a user, I want to read the course description so that I can know what the course covers.",JIR-48,10127,Story,To Do,JIR,JiraLearning,software,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,High,,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,4/2/2026 9:22,4/2/2026 10:23,4/2/2026 10:08,,Frontend (UI),,,,,0,,,Ashish Singh,712020:a4b950a6-e6aa-4b39-ae43-52b472fc4124,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@15e35572,,,,,,,,,,,,,,,,0|i000d3:,,,JIR Sprint 1,,,,,,,,,,,,10053,JIR-6,Course Details,To Do,4/2/2026 9:22
